City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
240,bethel,41.3712,-73.414,3.17,55,0,3.6,US,1676782582
241,linares,-35.85,-71.6,14.44,42,5,0.51,CL,1676782407
242,bezhetsk,57.7851,36.6965,-8.28,93,100,7.07,RU,1676782584
243,tezu,27.9167,96.1667,27.54,29,64,1.96,IN,1676782584
244,tarakan,3.3,117.6333,29.72,70,20,2.06,ID,1676782585
245,huarmey,-10.0681,-78.1522,24.13,78,100,3.16,PE,1676782586
246,garachine,8.0647,-78.3628,25.17,79,46,5.49,PA,1676782587
247,maloy,61.9353,5.1136,0.96,77,100,0.53,NO,1676782589
248,honningsvag,70.9821,25.9704,0.86,75,100,4.63,NO,1676782590
249,coahuayana,18.7333,-103.6833,20.82,82,0,1.77,MX,1676782591
250,ust-uda,54.1742,103.0304,-12.91,86,95,0.91,RU,1676782592
251,road town,18.4167,-64.6167,24.05,70,3,10.27,VG,1676782593
252,boa vista,2.8197,-60.6733,24.99,78,0,6.69,BR,1676782594
253,pangody,65.85,74.4859,-19.19,94,48,3.34,RU,1676782595
254,ferme-neuve,46.7001,-75.4493,-7.55,99,67,2.08,CA,1676782595
255,cayenne,4.9333,-52.3333,25.02,83,75,1.54,GF,1676782596
256,deputatskiy,69.3,139.9,-36.16,91,74,1.57,RU,1676782596
257,esperance,-33.8667,121.9,25.39,66,1,8.44,AU,1676782597
258,aksarka,66.5606,67.7975,-19.08,95,30,4.72,RU,1676782598
259,upata,8.0086,-62.3989,21.77,85,53,2.02,VE,1676782598
260,nemuro,43.3236,145.575,-2.17,75,100,6.42,JP,1676782599
261,port hardy,50.6996,-127.4199,4.1,87,100,3.09,CA,1676782600
262,nampa,43.5407,-116.5635,1.66,65,100,2.06,US,1676782600
263,kloulklubed,7.0419,134.2556,28.2,78,91,6.46,PW,1676782601
264,tiznit,29.5833,-9.5,12.65,43,0,3.61,MA,1676782602
265,kerouane,9.2667,-9.0167,21.0,22,84,0.8,GN,1676782602
266,zabaykalsk,49.6333,117.3167,-15.22,86,31,6.02,RU,1676782603
267,buala,-8.145,159.5921,28.82,70,94,1.69,SB,1676782604
268,yulara,-25.2406,130.9889,37.18,18,0,12.35,AU,1676782604
269,gongzhuling,43.5008,124.8198,-3.78,37,85,6.9,CN,1676782605
270,neringa,55.3719,21.0647,2.14,75,19,8.47,LT,1676782606
271,roblin,51.23,-101.3565,-16.37,95,99,2.63,CA,1676782607
272,port lincoln,-34.7333,135.8667,24.74,51,0,3.77,AU,1676782607
273,bay roberts,47.5999,-53.2648,-8.93,89,27,2.87,CA,1676782608
274,jalu,29.0331,21.5482,10.08,61,0,3.53,LY,1676782356
275,oeiras,-7.0253,-42.1311,23.22,80,100,1.51,BR,1676782609
276,sibolga,1.7427,98.7792,30.24,65,28,2.25,ID,1676782610
277,leh,34.1667,77.5833,-5.28,81,99,1.61,IN,1676782611
278,salta,-24.7859,-65.4117,12.33,88,100,1.54,AR,1676782612
279,makakilo city,21.3469,-158.0858,24.2,74,0,4.63,US,1676782613
280,santiago del estero,-27.7951,-64.2615,13.65,45,85,3.36,AR,1676782377
281,yeppoon,-23.1333,150.7333,30.88,58,98,6.85,AU,1676782614
282,le locle,47.0595,6.7523,6.22,93,100,5.66,CH,1676782615
283,calvinia,-31.4707,19.776,18.16,67,0,1.38,ZA,1676782460
284,paamiut,61.994,-49.6678,-6.91,94,100,7.54,GL,1676782616
285,okato,-39.2,173.8833,22.17,100,0,2.9,NZ,1676782616
286,iwaki,37.05,140.8833,12.23,85,100,0.88,JP,1676782438
287,kununurra,-15.7667,128.7333,32.99,62,75,2.57,AU,1676782617
288,waingapu,-9.6567,120.2641,29.86,70,71,3.18,ID,1676782618
289,pontianak,-0.0333,109.3333,31.99,59,75,3.09,ID,1676782619
290,sur,22.5667,59.5289,24.94,61,38,3.55,OM,1676782620
